b'RCS\xc2\xa0#',b'Sort1',b'Sort2',b'Doc.',b'Subject/Motion',b'Date',b'Vote',b'Aye',b'No',b'Not\xc2\xa0Voting',b'Exc.\xc2\xa0Abs.',b'Exc.\xc2\xa0Vote',b'Total\xc2\xa0Votes',b'Result' 
b'820',b'H',b'389',b'HB 389',b'Roanoke Island Fire District Changes.      Third Reading',b'7/2/2015 11:12 AM',b'Aye',b'PASS',b'105',b'0',b'1',b'14',b'0',b'105'
b'820',b'H',b'1018',b'HJR 1018',b'Confirm Commissioner of Banks.      Second Reading',b'6/1/2016 5:29 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'821',b'H',b'493',b'HB 493',"b""Lake Lure Deannexation.      M11 Concur  R3 Ruled Mat'l""",b'7/2/2015 11:14 AM',b'Aye',b'PASS',b'105',b'0',b'1',b'14',b'0',b'105'
b'822',b'H',b'634',b'HB 634',b'Stormwater/Built-Upon Area Clarification.      M11 Concur',b'7/2/2015 11:15 AM',b'Aye',b'PASS',b'103',b'2',b'1',b'14',b'0',b'105'
b'823',b'H',b'705',b'HB 705',b'Amend Septic Tank Requirements.      M11 Concur',b'7/2/2015 11:20 AM',b'Aye',b'PASS',b'104',b'0',b'2',b'14',b'0',b'104'
b'824',b'H',b'263',b'HB 263',b'City Elections/Trinity and Greensboro.      C RPT Adoption',b'7/2/2015 11:45 AM',b'Aye',b'FAIL',b'50',b'53',b'2',b'15',b'0',b'103'
b'825',b'H',b'273',b'HB 273',b'Clarify Cond. Discharge Law/No DWI Expunge.      M11 Concur',b'7/2/2015 11:48 AM',b'Aye',b'PASS',b'102',b'1',b'2',b'15',b'0',b'103'
b'826',b'H',b'467',b'HB 467',b'Cleveland County Coroner/ME Recommendations.      M11 Concur',b'7/2/2015 11:49 AM',b'Aye',b'PASS',b'104',b'0',b'1',b'15',b'0',b'104'
b'826',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Amendment 1',b'6/2/2016 12:03 PM',b'Aye',b'PASS',b'42',b'6',b'0',b'1',b'1',b'48'
b'827',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Amendment 3',b'6/2/2016 12:13 PM',b'Aye',b'PASS',b'33',b'15',b'0',b'1',b'1',b'48'
b'827',b'H',b'263',b'HB 263',b'City Elections/Trinity and Greensboro.      M4 Previous Question  C RPT Adoption',b'7/2/2015 12:53 PM',b'Aye',b'PASS',b'65',b'40',b'0',b'15',b'0',b'105'
b'828',b'H',b'263',b'HB 263',b'City Elections/Trinity and Greensboro.      M6 Reconsider  C RPT Adoption',b'7/2/2015 12:54 PM',b'Aye',b'PASS',b'59',b'46',b'0',b'15',b'0',b'105'
b'828',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Amendment 4',b'6/2/2016 12:14 PM',b'Aye',b'PASS',b'47',b'1',b'0',b'1',b'1',b'48'
b'829',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Amendment 6',b'6/2/2016 12:30 PM',b'Aye',b'PASS',b'34',b'14',b'0',b'1',b'1',b'48'
b'829',b'H',b'263',b'HB 263',b'City Elections/Trinity and Greensboro.      M4 Previous Question  C RPT Adoption',b'7/2/2015 12:55 PM',b'Aye',b'PASS',b'58',b'45',b'2',b'15',b'0',b'103'
b'830',b'H',b'263',b'HB 263',b'City Elections/Trinity and Greensboro.      C RPT Adoption',b'7/2/2015 12:56 PM',b'Aye',b'PASS',b'57',b'46',b'2',b'15',b'0',b'103'
b'830',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Amendment 8',b'6/2/2016 1:07 PM',b'Aye',b'PASS',b'33',b'12',b'3',b'1',b'1',b'45'
b'831',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Second Reading',b'6/2/2016 1:33 PM',b'Aye',b'PASS',b'33',b'15',b'0',b'1',b'1',b'48'
b'832',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Third Reading',b'6/3/2016 12:15 AM',b'Aye',b'PASS',b'26',b'13',b'2',b'8',b'1',b'39'
b'832',b'H',b'39',b'HB 39',b'Labor/Up Amusement Device Penalties.      M11 Concur',b'7/14/2015 2:19 PM',b'Excused Absence',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'833',b'H',b'376',b'HB 376',b'Civil Procedure/Modernize Expert Discovery.      M11 Concur',b'7/14/2015 2:20 PM',b'Excused Absence',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'833',b'H',b'1037',b'HB 1037',b'Lincolnton Airport/Davie Cor. Cent.      Amendment 1',b'6/6/2016 7:27 PM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'834',b'H',b'1037',b'HB 1037',b'Lincolnton Airport/Davie Cor. Cent.      Second Reading',b'6/6/2016 7:27 PM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'834',b'H',b'766',b'HB 766',b'Amend Cannabidiol Oil Statute.      M11 Concur',b'7/14/2015 2:24 PM',b'Aye',b'PASS',b'112',b'2',b'1',b'5',b'0',b'114'
b'835',b'H',b'201',b'HB 201',b'Zoning Changes/Citizen Input.      M11 Concur',b'7/15/2015 2:49 PM',b'Aye',b'PASS',b'82',b'28',b'2',b'8',b'0',b'110'
b'836',b'H',b'268',b'HB 268',b'Amend Transportation Laws.-AB      M11 Not Concur',b'7/15/2015 2:51 PM',b'Aye',b'PASS',b'111',b'0',b'1',b'8',b'0',b'111'
b'837',b'H',b'817',b'HB 817',b'Enact Uniform Law on Adult Guardianship.      Amendment 1',b'6/8/2016 2:59 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'838',b'H',b'817',b'HB 817',b'Enact Uniform Law on Adult Guardianship.      Second Reading',b'6/8/2016 3:01 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'839',b'H',b'531',b'HB 531',b'Authorize Wayne County Occupancy Tax.      Second Reading',b'7/20/2015 7:15 PM',b'Aye',b'PASS',b'88',b'13',b'5',b'14',b'0',b'101'
b'840',b'H',b'169',b'HB 169',b'Regulatory Reduction Act of 2016.      Second Reading',b'6/13/2016 7:49 PM',b'Aye',b'PASS',b'30',b'15',b'0',b'5',b'0',b'45'
b'841',b'H',b'242',b'HB 242',b'Various Charter School Law Changes.      Amendment 1',b'6/13/2016 7:53 PM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'842',b'H',b'242',b'HB 242',b'Various Charter School Law Changes.      Second Reading',b'6/13/2016 7:53 PM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'843',b'H',b'283',b'HB 283',b'Prevent Squatting in Foreclosed Real Property.      Second Reading',b'6/13/2016 7:57 PM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'844',b'H',b'591',b'HB 591',b'Study Roanoke Island Festival Park Governance.      Second Reading',b'6/13/2016 7:59 PM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'846',b'H',b'870',b'HB 870',b'Cert. of Title/Manuf. Home Changes.      Amendment 1',b'6/14/2016 3:10 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'847',b'H',b'870',b'HB 870',b'Cert. of Title/Manuf. Home Changes.      Second Reading',b'6/14/2016 3:10 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'848',b'H',b'242',b'HB 242',b'Various Charter School Law Changes.      Amendment 2',b'6/14/2016 3:21 PM',b'Aye',b'PASS',b'34',b'12',b'0',b'4',b'0',b'46'
b'849',b'H',b'242',b'HB 242',b'Various Charter School Law Changes.      Third Reading',b'6/14/2016 3:24 PM',b'Aye',b'PASS',b'37',b'9',b'0',b'4',b'0',b'46'
b'849',b'H',b'350',b'HB 350',b'Restore Driving Privileges/Competency.      M11 Concur',b'7/21/2015 12:13 PM',b'Aye',b'PASS',b'103',b'0',b'8',b'9',b'0',b'103'
b'850',b'H',b'512',b'HB 512',b'Amend/Clarify Back-Up PSAP Requirements.      M11 Not Concur',b'7/21/2015 12:15 PM',b'Aye',b'PASS',b'106',b'0',b'6',b'8',b'0',b'106'
b'851',b'H',b'544',b'HB 544',b'County Sign Ordinance in Cities.      M11 Concur',b'7/21/2015 12:18 PM',b'Aye',b'PASS',b'106',b'2',b'4',b'8',b'0',b'108'
b'851',b'H',b'952',b'HB 952',b'Honor Our Service Animals/Sheriff Contracts.      Amendment 1',b'6/15/2016 2:26 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'852',b'H',b'952',b'HB 952',b'Honor Our Service Animals/Sheriff Contracts.      Second Reading',b'6/15/2016 2:27 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'852',b'H',b'169',b'HB 169',b'Limit Motor Vehicle Emissions Inspections.      M8 Re-Refer Environment  Second Reading',b'7/21/2015 12:47 PM',b'No',b'FAIL',b'43',b'66',b'3',b'8',b'0',b'109'
b'853',b'H',b'169',b'HB 169',b'Limit Motor Vehicle Emissions Inspections.      A1 Adams   Second Reading',b'7/21/2015 12:59 PM',b'No',b'FAIL',b'40',b'66',b'4',b'10',b'0',b'106'
b'853',b'H',b'292',b'HB 292',b'Beach Bingo Licenses.-AB      Second Reading',b'6/15/2016 2:30 PM',b'Aye',b'PASS',b'48',b'1',b'0',b'1',b'0',b'49'
b'854',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Amendment 1',b'6/15/2016 2:37 PM',b'Aye',b'PASS',b'46',b'3',b'0',b'1',b'0',b'49'
b'854',b'H',b'169',b'HB 169',b'Limit Motor Vehicle Emissions Inspections.      Second Reading',b'7/21/2015 1:05 PM',b'Aye',b'PASS',b'72',b'35',b'3',b'10',b'0',b'107'
b'855',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Amendment 2',b'6/15/2016 2:38 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'856',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Amendment 3',b'6/15/2016 2:40 PM',b'Aye',b'PASS',b'47',b'2',b'0',b'1',b'0',b'49'
b'856',b'H',b'531',b'HB 531',b'Authorize Wayne County Occupancy Tax.      Third Reading',b'7/21/2015 1:09 PM',b'Aye',b'PASS',b'95',b'11',b'2',b'12',b'0',b'106'
b'857',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Amendment 4',b'6/15/2016 3:37 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'858',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Second Reading',b'6/15/2016 3:40 PM',b'No',b'PASS',b'34',b'15',b'0',b'1',b'0',b'49'
b'859',b'H',b'667',b'HB 667',b'Facility Penalty and Remedy/Electron. Supervise.      Second Reading',b'6/15/2016 3:53 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'860',b'H',b'958',b'HB 958',"b""Felony Death Imp. Boating/Sheyenne's Law.      Second Reading""",b'6/15/2016 4:00 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'861',b'H',b'970',b'HB 970',b'State Controller/Criminal Record Checks.      Second Reading',b'6/15/2016 4:03 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'862',b'H',b'912',b'HB 912',b'Taxation of Tribal Land and Tobacco Products.      Second Reading',b'7/21/2015 1:28 PM',b'Aye',b'PASS',b'106',b'2',b'3',b'9',b'0',b'108'
b'863',b'H',b'264',b'HB 264',b'Community Colleges 403(b) Plan.-AB      M11 Concur',b'7/21/2015 1:31 PM',b'Aye',b'PASS',b'109',b'0',b'2',b'9',b'0',b'109'
b'863',b'H',b'977',b'HJR 977',b'Confirm Gregory McGuire/Special SC Judge.      Second Reading',b'6/15/2016 4:05 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'864',b'H',b'979',b'HJR 979',b'Confirm Charles Viser/Special SC Judge.      Second Reading',b'6/15/2016 4:05 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'864',b'H',b'276',b'HB 276',b'Agency Participation Procedures Act of 2015.      M11 Concur',b'7/21/2015 1:33 PM',b'Excused Absence',b'PASS',b'109',b'0',b'2',b'9',b'0',b'109'
b'865',b'H',b'390',b'HB 390',b'Beaufort County Community College/Washington County.      M11 Concur',b'7/21/2015 1:34 PM',b'Excused Absence',b'PASS',b'105',b'4',b'2',b'9',b'0',b'109'
b'865',b'H',b'981',b'HJR 981',b'Confirm Mike Robinson/Special SC Judge.      Second Reading',b'6/15/2016 4:05 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'866',b'H',b'1014',b'HB 1014',"b""NC Pre-K Conforming Change/Taylor's Law.      Second Reading""",b'6/15/2016 4:08 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'867',b'H',b'1145',b'HB 1145',b'Disapprove Dental Examiners Rule.      Second Reading',b'6/15/2016 4:09 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'870',b'H',b'1039',b'HB 1039',b'Increase Sampson County Occupancy Tax.      Second Reading',b'6/16/2016 11:20 AM',b'Aye',b'PASS',b'41',b'5',b'0',b'4',b'0',b'46'
b'870',b'H',b'765',b'HB 765',b'Regulatory Reform Act of 2015.      M11 Not Concur',b'7/22/2015 1:09 PM',b'Aye',b'PASS',b'99',b'0',b'6',b'15',b'0',b'99'
b'871',b'H',b'312',b'HB 312',b'Certain Counties Sheriff/Food Purchases.      M11 Concur Sen. Amd. 1',b'7/22/2015 1:16 PM',b'Aye',b'PASS',b'67',b'32',b'6',b'15',b'0',b'99'
b'871',b'H',b'1056',b'HB 1056',b'Yadkin Occupancy Tax Modification.      Second Reading',b'6/16/2016 11:20 AM',b'Aye',b'PASS',b'43',b'3',b'0',b'4',b'0',b'46'
b'872',b'H',b'312',b'HB 312',b'Certain Counties Sheriff/Food Purchases.      M11 Concur Sen. Amd. 2',b'7/22/2015 1:18 PM',b'Aye',b'PASS',b'68',b'30',b'7',b'15',b'0',b'98'
b'873',b'H',b'312',b'HB 312',b'Certain Counties Sheriff/Food Purchases.      M11 Concur Sen. Amd. 3',b'7/22/2015 1:20 PM',b'Aye',b'PASS',b'68',b'31',b'6',b'15',b'0',b'99'
b'876',b'H',b'59',b'HB 59',b'Clarify Report Admissibility.      M11 Concur',b'7/28/2015 3:11 PM',b'Aye',b'PASS',b'102',b'3',b'1',b'14',b'0',b'105'
b'877',b'H',b'185',b'HB 185',b'Repeal Department of Cultural Resources Obsolete Commissions and Language.      M11 Concur',b'7/28/2015 3:13 PM',b'Aye',b'PASS',b'106',b'0',b'0',b'14',b'0',b'106'
b'877',b'H',b'19',b'HB 19',b'Modify Definition of Firefighter.      Second Reading',b'6/16/2016 11:41 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'878',b'H',b'151',b'HB 151',b'Vacation Rentals/Orange Co. Jail Construction.      Amendment 1',b'6/16/2016 11:43 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'878',b'H',b'186',b'HB 186',b'Cape Fear Water Resources Availability Study.      M11 Concur',b'7/28/2015 3:16 PM',b'Aye',b'PASS',b'100',b'6',b'0',b'14',b'0',b'106'
b'879',b'H',b'229',b'HB 229',b'Church Tax Exemption/Driving Privileges.      M11 Concur',b'7/28/2015 3:18 PM',b'Aye',b'PASS',b'105',b'1',b'0',b'14',b'0',b'106'
b'879',b'H',b'151',b'HB 151',b'Vacation Rentals/Orange Co. Jail Construction.      Second Reading',b'6/16/2016 11:47 AM',b'Aye',b'PASS',b'45',b'0',b'1',b'4',b'0',b'45'
b'880',b'H',b'256',b'HB 256',b'Handicapped Parking/Veterans Plate.      Second Reading',b'6/16/2016 11:48 AM',b'Aye',b'PASS',b'45',b'0',b'1',b'4',b'0',b'45'
b'880',b'H',b'383',b'HB 383',b'Clarify Statutory Scheme/Sex Offenses.      M11 Concur',b'7/28/2015 3:20 PM',b'Aye',b'PASS',b'106',b'0',b'0',b'14',b'0',b'106'
b'881',b'H',b'397',b'HB 397',b'Clarify Protections/Exploitation of Elders.      M11 Concur',b'7/28/2015 3:22 PM',b'Aye',b'PASS',b'106',b'0',b'0',b'14',b'0',b'106'
b'881',b'H',b'464',b'HB 464',b'Regional Transportation Authority Revisions.      Second Reading',b'6/16/2016 11:49 AM',b'Aye',b'PASS',b'45',b'0',b'1',b'4',b'0',b'45'
b'882',b'H',b'959',b'HB 959',b'DOT Proposed Legislative Changes.      Second Reading',b'6/16/2016 11:52 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'882',b'H',b'529',b'HB 529',b'NC Drivers License Restoration Act.      M11 Concur',b'7/28/2015 3:24 PM',b'Aye',b'PASS',b'100',b'5',b'1',b'14',b'0',b'105'
b'883',b'H',b'721',b'HB 721',b'Subdivision Ordinance/Land Development Changes.      M11 Concur',b'7/28/2015 3:25 PM',b'Aye',b'PASS',b'105',b'1',b'0',b'14',b'0',b'106'
b'883',b'H',b'971',b'HB 971',b'Motor Fleet Clarification.      Second Reading',b'6/16/2016 11:54 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'884',b'H',b'978',b'HJR 978',b'Bill Daughtridge/Industrial Commission.      Second Reading',b'6/16/2016 11:55 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'884',b'H',b'823',b'HB 823',b'Establish Advisory Council on Rare Diseases.      M11 Concur',b'7/28/2015 3:36 PM',b'Aye',b'PASS',b'106',b'0',b'0',b'14',b'0',b'106'
b'885',b'H',b'980',b'HJR 980',b'Linda Cheatham/Industrial Commission.      Second Reading',b'6/16/2016 11:57 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'886',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Amendment 5',b'6/16/2016 12:00 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'887',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Amendment 6',b'6/16/2016 12:02 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'887',b'H',b'774',b'HB 774',b'Restoring Proper Justice Act.      M11 Concur',b'7/29/2015 11:25 AM',b'Aye',b'PASS',b'74',b'34',b'0',b'12',b'0',b'108'
b'888',b'H',b'657',b'HB 657',b'Math Standard Course of Study Revisions.      Third Reading',b'6/16/2016 12:03 PM',b'No',b'PASS',b'33',b'13',b'0',b'4',b'0',b'46'
b'890',b'H',b'436',b'HB 436',b'Unauthorized Practice of Law Changes.      Conference Rpt Motion 8 To Adopt',b'6/16/2016 12:07 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'891',b'H',b'651',b'HB 651',b'Appraisal Board Recordkeeping and Background Checks.      M11 Concur',b'7/29/2015 12:11 PM',b'Aye',b'PASS',b'69',b'38',b'2',b'11',b'0',b'107'
b'892',b'H',b'553',b'HB 553',b'Ordinances Regulating Animals.      M11 Concur',b'7/30/2015 11:24 AM',b'Aye',b'PASS',b'88',b'16',b'1',b'15',b'0',b'104'
b'892',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Second Reading',b'6/16/2016 12:36 PM',b'Aye',b'PASS',b'41',b'5',b'0',b'4',b'0',b'46'
b'893',b'H',b'151',b'HB 151',b'Vacation Rentals/Orange Co. Jail Construction.      Amendment 2',b'6/16/2016 12:40 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'893',b'H',b'607',b'HB 607',b'Allow Protected Consumer Security Freezes.      M11 Concur',b'7/30/2015 11:44 AM',b'Aye',b'PASS',b'104',b'0',b'1',b'15',b'0',b'104'
b'894',b'H',b'215',b'HB 215',b'Procedure for Waiver of Jury Trial.      M11 Not Concur',b'7/30/2015 11:48 AM',b'Aye',b'PASS',b'104',b'0',b'1',b'15',b'0',b'104'
b'894',b'H',b'151',b'HB 151',b'Vacation Rentals/Orange Co. Jail Construction.      Third Reading',b'6/16/2016 12:41 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'895',b'H',b'13',b'HB 13',b'Amend School Health Assessment Requirement.      M11 Not Concur',b'7/30/2015 11:52 AM',b'Aye',b'PASS',b'103',b'0',b'2',b'15',b'0',b'103'
b'896',b'H',b'556',b'HB 556',b'Achieving a Better Life Experience Act.      M11 Concur',b'8/3/2015 7:08 PM',b'Aye',b'PASS',b'105',b'0',b'3',b'12',b'0',b'105'
b'897',b'H',b'561',b'HB 561',b'School System Authority Regarding Legal Proceedings.      M11 Not Concur Sen. Amd. 1',b'8/3/2015 7:13 PM',b'Aye',b'PASS',b'101',b'5',b'2',b'12',b'0',b'106'
b'898',b'H',b'814',b'HB 814',"b'The William C. Lindley, Jr. Sudden Unexplained Death in Epilepsy Law.      M11 Concur'",b'8/3/2015 7:16 PM',b'Aye',b'PASS',b'107',b'0',b'1',b'12',b'0',b'107'
b'898',b'H',b'1011',b'HB 1011',b'Retirement Technical Corrections Act of 2016.      Second Reading',b'6/20/2016 7:23 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'899',b'H',b'1137',b'HB 1137',"b""Treasurer's 2016 Investment Admin. Changes.-AB.      Second Reading""",b'6/20/2016 7:24 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'902',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 1',b'6/20/2016 7:33 PM',b'Aye',b'PASS',b'43',b'5',b'0',b'2',b'0',b'48'
b'902',b'H',b'199',b'HB 199',b'Certain Cities/Donate Service Animals.      M11 Concur',b'8/3/2015 7:29 PM',b'Aye',b'PASS',b'107',b'0',b'1',b'12',b'0',b'107'
b'903',b'H',b'284',b'HB 284',b'Civil Contempt/Jury Duty.      M11 Concur',b'8/3/2015 7:31 PM',b'Aye',b'PASS',b'107',b'0',b'1',b'12',b'0',b'107'
b'903',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 2',b'6/20/2016 7:35 PM',b'Aye',b'PASS',b'46',b'2',b'0',b'2',b'0',b'48'
b'904',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 3',b'6/20/2016 7:36 PM',b'Aye',b'PASS',b'47',b'1',b'0',b'2',b'0',b'48'
b'904',b'H',b'566',b'HB 566',b'Amend Eyewitness ID/Show-Up.      M11 Concur',b'8/3/2015 7:33 PM',b'Aye',b'PASS',b'107',b'0',b'1',b'12',b'0',b'107'
b'905',b'H',b'724',b'HB 724',b'Amend Composition of NC Medical Board.      M11 Concur',b'8/3/2015 7:34 PM',b'Aye',b'PASS',b'106',b'0',b'1',b'12',b'1',b'106'
b'905',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 4',b'6/20/2016 7:44 PM',b'Aye',b'FAIL',b'20',b'28',b'0',b'2',b'0',b'48'
b'906',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 5',b'6/20/2016 7:51 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'906',b'H',b'412',b'HB 412',"b""Dunn Annexation/Holly Ridge Annexation.      M11 Concur  R2 Ruled Mat'l""",b'8/4/2015 1:09 PM',b'Aye',b'PASS',b'104',b'1',b'6',b'9',b'0',b'105'
b'907',b'H',b'538',b'HB 538',"b""Water and Sewer Service Related Changes.      M11 Concur  R2 Ruled Mat'l""",b'8/4/2015 1:13 PM',b'Aye',b'PASS',b'107',b'0',b'4',b'9',b'0',b'107'
b'907',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 6',b'6/20/2016 7:54 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'908',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 7',b'6/20/2016 7:56 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'908',b'H',b'334',b'HB 334',b'Transfer Office of Charter Schools.      M11 Not Concur',b'8/4/2015 1:14 PM',b'Aye',b'PASS',b'106',b'0',b'5',b'9',b'0',b'106'
b'909',b'H',b'584',b'HB 584',b'Use of Position/Letters of Reference.      M11 Concur',b'8/4/2015 1:16 PM',b'Aye',b'PASS',b'109',b'0',b'2',b'9',b'0',b'109'
b'909',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 8',b'6/20/2016 7:57 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'910',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 9',b'6/20/2016 7:59 PM',b'Aye',b'PASS',b'47',b'1',b'0',b'2',b'0',b'48'
b'910',b'H',b'800',b'HB 800',b'Clarify Motor Vehicle Dealer Laws.      M11 Concur',b'8/4/2015 1:17 PM',b'Aye',b'PASS',b'110',b'0',b'1',b'9',b'0',b'110'
b'911',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Amendment 10',b'6/20/2016 8:09 PM',b'Aye',b'FAIL',b'18',b'30',b'0',b'2',b'0',b'48'
b'911',b'H',b'267',b'HB 267',b'Amend Respiratory Care Practice Act.-AB      A1 Goodman   Second Reading',b'8/4/2015 1:19 PM',b'Aye',b'PASS',b'110',b'0',b'1',b'9',b'0',b'110'
b'912',b'H',b'763',b'HB 763',b'Military Operations Protection Act of 2016.      Third Reading',b'6/20/2016 8:27 PM',b'Aye',b'PASS',b'33',b'14',b'0',b'3',b'0',b'47'
b'912',b'H',b'267',b'HB 267',b'Amend Respiratory Care Practice Act.-AB      Second Reading',b'8/4/2015 1:20 PM',b'Aye',b'PASS',b'110',b'0',b'1',b'9',b'0',b'110'
b'913',b'H',b'904',b'HB 904',b'Study Drainage Needs/Low-Lying Areas.      Second Reading',b'8/4/2015 1:22 PM',b'Aye',b'PASS',b'110',b'0',b'1',b'9',b'0',b'110'
b'915',b'H',b'960',b'HB 960',b'Retirement Creditable Service Charter Schools.      Second Reading',b'6/20/2016 8:36 PM',b'Aye',b'PASS',b'44',b'2',b'1',b'3',b'0',b'46'
b'916',b'H',b'960',b'HB 960',b'Retirement Creditable Service Charter Schools.      Third Reading',b'6/21/2016 2:17 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'916',b'H',b'412',b'HB 412',"b""Dunn Annexation/Holly Ridge Annexation.      M11 Concur  R3 Ruled Mat'l""",b'8/5/2015 2:18 PM',b'Aye',b'PASS',b'101',b'1',b'9',b'9',b'0',b'102'
b'917',b'H',b'538',b'HB 538',"b""Water and Sewer Service Related Changes.      M11 Concur  R3 Ruled Mat'l""",b'8/5/2015 2:20 PM',b'Aye',b'PASS',b'108',b'0',b'3',b'9',b'0',b'108'
b'918',b'H',b'394',b'HB 394',b'Increase Options for Local Option Sales Tax.      A1 Hager   Second Reading',b'8/5/2015 2:34 PM',b'Aye',b'PASS',b'103',b'7',b'0',b'10',b'0',b'110'
b'918',b'H',b'1149',b'HJR 1149',b'Confirm Fred Steen/Board of Review.      Second Reading',b'6/22/2016 12:26 PM',b'Aye',b'PASS',b'43',b'0',b'1',b'6',b'0',b'43'
b'919',b'H',b'1045',b'HB 1045',b'New Bern Charter/Revised and Consolidated.      Second Reading',b'6/22/2016 12:29 PM',b'Aye',b'PASS',b'43',b'0',b'1',b'6',b'0',b'43'
